age,gender,state,income,occupation,category,rural,student,disability,scheme_category
54,Female,Uttar Pradesh,494900.0,Student,General,No,Yes,No,Education & Scholarships
38,Female,Maharashtra,288600.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
31,Male,Kerala,148200.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
19,Male,Bihar,235100.0,Student,OBC,No,Yes,No,Education & Scholarships
28,Male,Kerala,439600.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
68,Male,Maharashtra,56300.0,Artisan,OBC,No,No,No,Senior Citizen Pension & Healthcare
56,Male,Kerala,81900.0,Student,OBC,No,Yes,No,Education & Scholarships
55,Female,Madhya Pradesh,170800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
51,Female,Karnataka,318800.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
55,Female,West Bengal,36600.0,Student,General,Yes,Yes,No,Education & Scholarships
67,Male,Maharashtra,774500.0,Self-Employed,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
51,Male,Uttar Pradesh,139200.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
35,Female,Uttar Pradesh,110100.0,Farmer,ST,Yes,No,No,Agriculture & Farmer Welfare
47,Male,Madhya Pradesh,92300.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
32,Male,Karnataka,64500.0,Artisan,SC,No,No,No,Skill Development & Entrepreneurship
44,Male,Tamil Nadu,312300.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
68,Female,Tamil Nadu,589900.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
51,Female,Rajasthan,126100.0,Salaried,ST,No,No,No,Women & Child Development
69,Female,Rajasthan,578200.0,Student,ST,No,Yes,No,Education & Scholarships
74,Female,Maharashtra,342500.0,Artisan,General,No,No,No,Senior Citizen Pension & Healthcare
55,Female,Madhya Pradesh,148100.0,Self-Employed,OBC,No,No,No,Women & Child Development
50,Male,Madhya Pradesh,231800.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
41,Female,Kerala,132800.0,Daily Wage Worker,OBC,No,No,No,Women & Child Development
32,Male,Uttar Pradesh,177300.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
47,Male,Uttar Pradesh,40800.0,Salaried,SC,No,No,No,Rural & Urban Livelihood Support
72,Male,Uttar Pradesh,244500.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
59,Female,Bihar,39800.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
68,Male,Karnataka,335800.0,Salaried,ST,Yes,No,No,Senior Citizen Pension & Healthcare
34,Male,Gujarat,343700.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
22,Female,Kerala,78700.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
46,Female,Tamil Nadu,100400.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
21,Male,Madhya Pradesh,148200.0,Farmer,OBC,Yes,Yes,No,Education & Scholarships
27,Female,Tamil Nadu,193400.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
73,Female,Bihar,91000.0,Unemployed,General,Yes,No,No,Senior Citizen Pension & Healthcare
34,Female,Tamil Nadu,191600.0,Student,OBC,No,Yes,No,Education & Scholarships
27,Female,Uttar Pradesh,93600.0,Student,OBC,No,Yes,No,Education & Scholarships
34,Male,West Bengal,40300.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
37,Female,Kerala,30500.0,Self-Employed,General,Yes,No,No,Women & Child Development
41,Male,West Bengal,49200.0,Student,General,No,Yes,Yes,Social Welfare & Disability Support
22,Male,Rajasthan,312900.0,Artisan,General,Yes,Yes,No,Education & Scholarships
51,Male,West Bengal,616000.0,Self-Employed,OBC,Yes,No,Yes,Skill Development & Entrepreneurship
23,Male,Gujarat,130200.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
70,Male,Madhya Pradesh,159400.0,Farmer,ST,No,No,No,Senior Citizen Pension & Healthcare
19,Female,Bihar,58600.0,Unemployed,OBC,No,Yes,No,Education & Scholarships
30,Male,Madhya Pradesh,174100.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
60,Male,Gujarat,58100.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
60,Male,Madhya Pradesh,200100.0,Artisan,SC,No,No,No,Senior Citizen Pension & Healthcare
65,Male,West Bengal,517200.0,Student,OBC,No,Yes,No,Education & Scholarships
28,Female,Karnataka,69200.0,Daily Wage Worker,EWS,No,No,No,Women & Child Development
68,Female,Madhya Pradesh,290300.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
64,Male,Rajasthan,34300.0,Student,ST,Yes,Yes,No,Education & Scholarships
74,Female,Kerala,114700.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
40,Male,Kerala,51100.0,Self-Employed,SC,Yes,No,No,Skill Development & Entrepreneurship
72,Female,Tamil Nadu,108200.0,Farmer,SC,Yes,No,Yes,Social Welfare & Disability Support
33,Female,Maharashtra,64300.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
48,Female,West Bengal,114100.0,Student,General,Yes,Yes,No,Education & Scholarships
28,Female,Uttar Pradesh,127300.0,Artisan,General,No,No,No,Women & Child Development
71,Male,Gujarat,94400.0,Artisan,OBC,No,No,Yes,Social Welfare & Disability Support
33,Female,Bihar,222400.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
25,Transgender,West Bengal,482100.0,Student,OBC,Yes,Yes,No,Education & Scholarships
21,Male,Kerala,122100.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
57,Female,Tamil Nadu,68500.0,Unemployed,SC,No,No,No,Women & Child Development
21,Male,Madhya Pradesh,86800.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
73,Male,Uttar Pradesh,376300.0,Unemployed,EWS,No,No,No,Senior Citizen Pension & Healthcare
42,Male,Uttar Pradesh,182600.0,Student,ST,No,Yes,No,Education & Scholarships
20,Female,Maharashtra,139300.0,Salaried,General,Yes,No,No,Women & Child Development
49,Male,Karnataka,59200.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
20,Male,Maharashtra,137500.0,Salaried,ST,Yes,Yes,No,Education & Scholarships
44,Female,Madhya Pradesh,88800.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
46,Female,West Bengal,546200.0,Artisan,ST,Yes,No,No,Women & Child Development
49,Male,Rajasthan,417900.0,Farmer,OBC,Yes,No,Yes,Social Welfare & Disability Support
67,Female,Gujarat,45800.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
75,Male,Uttar Pradesh,160900.0,Unemployed,General,No,No,No,Senior Citizen Pension & Healthcare
68,Female,Bihar,75900.0,Daily Wage Worker,SC,No,No,No,Senior Citizen Pension & Healthcare
36,Male,West Bengal,125200.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
38,Male,Bihar,407000.0,Self-Employed,OBC,No,No,No,Skill Development & Entrepreneurship
22,Female,Tamil Nadu,165000.0,Artisan,General,No,No,No,Women & Child Development
35,Female,Bihar,103200.0,Student,OBC,No,Yes,No,Education & Scholarships
45,Male,Uttar Pradesh,71900.0,Salaried,SC,No,No,No,Rural & Urban Livelihood Support
59,Male,Uttar Pradesh,320000.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
39,Male,Uttar Pradesh,206300.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
38,Female,West Bengal,143600.0,Artisan,OBC,Yes,No,No,Women & Child Development
23,Female,West Bengal,74100.0,Self-Employed,General,Yes,No,No,Women & Child Development
18,Female,Gujarat,103200.0,Salaried,General,Yes,No,No,Women & Child Development
22,Male,Kerala,608700.0,Student,OBC,No,Yes,No,Education & Scholarships
58,Female,Karnataka,162100.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
29,Female,Madhya Pradesh,122200.0,Student,OBC,Yes,Yes,No,Education & Scholarships
43,Male,Madhya Pradesh,162600.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
63,Male,Tamil Nadu,301700.0,Student,General,Yes,Yes,No,Education & Scholarships
51,Female,Maharashtra,104800.0,Student,SC,Yes,Yes,No,Education & Scholarships
66,Female,Gujarat,65400.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
31,Male,Kerala,188300.0,Self-Employed,SC,Yes,No,Yes,Social Welfare & Disability Support
43,Male,Rajasthan,227000.0,Artisan,OBC,No,No,No,Skill Development & Entrepreneurship
62,Female,Tamil Nadu,254500.0,Student,General,Yes,Yes,No,Education & Scholarships
44,Male,West Bengal,414700.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
26,Male,Kerala,113500.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
43,Female,Uttar Pradesh,44100.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
74,Female,West Bengal,602100.0,Daily Wage Worker,SC,No,No,No,Senior Citizen Pension & Healthcare
64,Male,Maharashtra,132800.0,Self-Employed,General,Yes,No,No,Senior Citizen Pension & Healthcare
74,Male,Maharashtra,205700.0,Farmer,OBC,No,No,No,Senior Citizen Pension & Healthcare
39,Female,Madhya Pradesh,227600.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
64,Male,Karnataka,172300.0,Artisan,SC,Yes,No,No,Senior Citizen Pension & Healthcare
73,Male,Karnataka,71400.0,Artisan,EWS,Yes,No,Yes,Social Welfare & Disability Support
47,Female,Rajasthan,283300.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
60,Male,West Bengal,323100.0,Unemployed,SC,No,No,No,Senior Citizen Pension & Healthcare
65,Male,West Bengal,174900.0,Artisan,General,No,No,No,Senior Citizen Pension & Healthcare
34,Female,Maharashtra,150700.0,Self-Employed,ST,No,No,No,Women & Child Development
43,Female,Uttar Pradesh,51800.0,Farmer,EWS,Yes,No,No,Agriculture & Farmer Welfare
53,Female,Uttar Pradesh,45800.0,Self-Employed,SC,Yes,No,No,Women & Child Development
18,Male,Bihar,104700.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
25,Male,Uttar Pradesh,97000.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
66,Female,Kerala,582900.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
52,Male,Karnataka,305500.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
69,Male,Uttar Pradesh,224100.0,Farmer,SC,No,No,No,Senior Citizen Pension & Healthcare
32,Male,Gujarat,161200.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
64,Female,West Bengal,63000.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
73,Female,Uttar Pradesh,720800.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
39,Female,Bihar,114600.0,Student,SC,Yes,Yes,No,Education & Scholarships
31,Male,Rajasthan,50400.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
43,Female,Rajasthan,152500.0,Student,SC,Yes,Yes,No,Education & Scholarships
45,Male,Maharashtra,402900.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
40,Female,Uttar Pradesh,422900.0,Self-Employed,OBC,No,No,No,Women & Child Development
31,Female,West Bengal,32000.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
41,Male,West Bengal,421300.0,Student,OBC,Yes,Yes,No,Education & Scholarships
19,Male,Karnataka,87000.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
62,Female,Rajasthan,37200.0,Salaried,ST,Yes,No,No,Senior Citizen Pension & Healthcare
43,Female,Maharashtra,368800.0,Student,EWS,No,Yes,No,Education & Scholarships
31,Male,Uttar Pradesh,388900.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
73,Female,Rajasthan,193200.0,Salaried,SC,Yes,No,Yes,Social Welfare & Disability Support
68,Female,Rajasthan,183800.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
24,Male,West Bengal,331900.0,Artisan,ST,Yes,No,No,Skill Development & Entrepreneurship
20,Female,Uttar Pradesh,307800.0,Self-Employed,SC,Yes,No,No,Women & Child Development
64,Female,Tamil Nadu,427500.0,Artisan,OBC,No,No,No,Senior Citizen Pension & Healthcare
40,Female,Uttar Pradesh,174800.0,Student,General,No,Yes,No,Education & Scholarships
63,Female,Kerala,647600.0,Student,OBC,Yes,Yes,Yes,Education & Scholarships
60,Female,Rajasthan,1030600.0,Self-Employed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
64,Female,Karnataka,52300.0,Salaried,General,No,No,No,Senior Citizen Pension & Healthcare
62,Female,Tamil Nadu,370900.0,Student,SC,No,Yes,No,Education & Scholarships
35,Female,Bihar,154700.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
75,Male,Maharashtra,118300.0,Farmer,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
55,Female,Uttar Pradesh,200900.0,Unemployed,ST,No,No,No,Women & Child Development
52,Female,Karnataka,40400.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
68,Male,Bihar,157100.0,Salaried,SC,Yes,No,No,Senior Citizen Pension & Healthcare
32,Male,Bihar,398500.0,Student,SC,Yes,Yes,No,Education & Scholarships
42,Female,Rajasthan,73200.0,Salaried,ST,No,No,No,Women & Child Development
72,Male,Kerala,130000.0,Self-Employed,OBC,No,No,No,Education & Scholarships
54,Female,Rajasthan,534900.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
45,Female,Maharashtra,130700.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
27,Male,Tamil Nadu,109900.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
56,Male,West Bengal,134500.0,Student,OBC,Yes,Yes,No,Education & Scholarships
74,Female,Gujarat,161900.0,Student,General,Yes,Yes,No,Education & Scholarships
34,Female,Tamil Nadu,209900.0,Farmer,SC,No,No,No,Agriculture & Farmer Welfare
56,Male,Maharashtra,320300.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
39,Female,West Bengal,138300.0,Daily Wage Worker,SC,Yes,No,No,Women & Child Development
43,Male,Bihar,336200.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
61,Female,Tamil Nadu,167300.0,Self-Employed,ST,Yes,No,No,Senior Citizen Pension & Healthcare
42,Male,West Bengal,104400.0,Student,ST,No,Yes,No,Education & Scholarships
34,Male,Uttar Pradesh,223100.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
30,Male,Rajasthan,257700.0,Unemployed,ST,No,No,No,Rural & Urban Livelihood Support
37,Male,Gujarat,177000.0,Self-Employed,OBC,No,No,No,Skill Development & Entrepreneurship
42,Male,Karnataka,40500.0,Artisan,SC,Yes,No,No,Skill Development & Entrepreneurship
21,Female,Uttar Pradesh,63500.0,Salaried,OBC,No,No,No,Women & Child Development
27,Female,Tamil Nadu,90500.0,Unemployed,General,Yes,No,No,Women & Child Development
20,Female,Madhya Pradesh,89800.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
58,Male,West Bengal,231400.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
62,Male,Bihar,33300.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
35,Female,Bihar,283700.0,Self-Employed,General,Yes,No,No,Women & Child Development
64,Female,Madhya Pradesh,85500.0,Farmer,OBC,Yes,No,Yes,Social Welfare & Disability Support
53,Female,Tamil Nadu,96800.0,Farmer,ST,No,No,No,Agriculture & Farmer Welfare
64,Male,Bihar,165100.0,Artisan,General,No,No,No,Women & Child Development
39,Female,Kerala,73800.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
51,Male,Bihar,418500.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
64,Transgender,Gujarat,46100.0,Farmer,ST,Yes,No,No,Senior Citizen Pension & Healthcare
25,Female,Kerala,135800.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
57,Female,Maharashtra,370800.0,Self-Employed,General,Yes,No,No,Women & Child Development
66,Female,Maharashtra,202200.0,Student,General,Yes,Yes,No,Education & Scholarships
61,Female,West Bengal,92200.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
36,Female,Kerala,128300.0,Salaried,OBC,No,No,No,Women & Child Development
59,Female,Uttar Pradesh,250800.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
58,Male,West Bengal,681900.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
54,Female,Uttar Pradesh,432500.0,Salaried,OBC,Yes,No,No,Women & Child Development
23,Male,Gujarat,105500.0,Student,OBC,Yes,Yes,No,Education & Scholarships
69,Male,Rajasthan,1167400.0,Salaried,OBC,Yes,No,Yes,Senior Citizen Pension & Healthcare
43,Male,Tamil Nadu,30600.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
51,Female,Kerala,35000.0,Student,EWS,Yes,Yes,No,Education & Scholarships
73,Male,Madhya Pradesh,342500.0,Artisan,General,Yes,No,No,Senior Citizen Pension & Healthcare
62,Female,Karnataka,70000.0,Farmer,SC,Yes,No,No,Senior Citizen Pension & Healthcare
23,Male,Tamil Nadu,41300.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
54,Male,Gujarat,78700.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
74,Male,Kerala,130000.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
50,Female,Maharashtra,266100.0,Artisan,General,Yes,No,No,Women & Child Development
70,Male,Tamil Nadu,206200.0,Artisan,OBC,No,No,No,Senior Citizen Pension & Healthcare
39,Female,Uttar Pradesh,78800.0,Student,General,No,Yes,No,Education & Scholarships
38,Female,Madhya Pradesh,155900.0,Student,General,Yes,Yes,No,Education & Scholarships
23,Female,Tamil Nadu,499200.0,Self-Employed,ST,No,Yes,No,Education & Scholarships
23,Female,Karnataka,333700.0,Student,OBC,No,Yes,No,Education & Scholarships
72,Female,Gujarat,100300.0,Daily Wage Worker,General,No,No,No,Senior Citizen Pension & Healthcare
65,Male,Gujarat,755800.0,Self-Employed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
21,Male,West Bengal,252000.0,Farmer,EWS,No,No,No,Agriculture & Farmer Welfare
47,Female,Gujarat,41600.0,Self-Employed,SC,No,No,No,Women & Child Development
28,Female,West Bengal,36400.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
47,Female,Gujarat,63200.0,Artisan,SC,Yes,No,No,Women & Child Development
48,Female,Karnataka,264300.0,Unemployed,SC,No,No,No,Women & Child Development
41,Female,Gujarat,66500.0,Artisan,SC,No,No,No,Women & Child Development
72,Male,Madhya Pradesh,158900.0,Student,SC,Yes,Yes,No,Education & Scholarships
26,Female,Rajasthan,47600.0,Daily Wage Worker,ST,No,No,No,Women & Child Development
72,Female,Maharashtra,486600.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
20,Female,Madhya Pradesh,105900.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
68,Male,Gujarat,459700.0,Artisan,SC,Yes,No,No,Senior Citizen Pension & Healthcare
48,Male,Kerala,551700.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
57,Male,Uttar Pradesh,31100.0,Unemployed,OBC,No,No,No,Rural & Urban Livelihood Support
54,Male,Rajasthan,142300.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
53,Female,Maharashtra,34500.0,Student,SC,No,Yes,No,Education & Scholarships
41,Female,Uttar Pradesh,460800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
48,Male,Madhya Pradesh,161500.0,Unemployed,SC,Yes,No,No,Rural & Urban Livelihood Support
23,Female,Karnataka,44000.0,Student,OBC,Yes,Yes,No,Education & Scholarships
19,Male,Karnataka,51000.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
37,Female,Uttar Pradesh,117100.0,Daily Wage Worker,OBC,No,No,No,Women & Child Development
45,Female,Kerala,537100.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
28,Male,Uttar Pradesh,242500.0,Daily Wage Worker,ST,No,No,No,Rural & Urban Livelihood Support
21,Male,Madhya Pradesh,394000.0,Daily Wage Worker,ST,Yes,No,No,Rural & Urban Livelihood Support
32,Male,Uttar Pradesh,112200.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
23,Female,Maharashtra,38000.0,Unemployed,OBC,Yes,No,No,Women & Child Development
71,Male,Kerala,689200.0,Self-Employed,General,No,No,No,Senior Citizen Pension & Healthcare
66,Female,Bihar,33100.0,Artisan,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
47,Female,Tamil Nadu,561000.0,Artisan,OBC,No,No,No,Women & Child Development
73,Female,Bihar,112800.0,Daily Wage Worker,General,No,No,No,Senior Citizen Pension & Healthcare
55,Female,West Bengal,31800.0,Unemployed,SC,Yes,No,No,Women & Child Development
68,Female,Uttar Pradesh,240300.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
74,Female,Karnataka,739100.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
19,Female,Bihar,636700.0,Salaried,ST,No,No,No,Women & Child Development
32,Female,Gujarat,61600.0,Self-Employed,General,Yes,No,No,Women & Child Development
28,Female,Madhya Pradesh,66000.0,Student,ST,Yes,Yes,No,Education & Scholarships
25,Female,Bihar,180100.0,Daily Wage Worker,EWS,Yes,No,No,Women & Child Development
43,Female,Rajasthan,212600.0,Salaried,General,No,No,No,Women & Child Development
68,Male,Kerala,272100.0,Unemployed,OBC,No,No,No,Senior Citizen Pension & Healthcare
62,Female,Madhya Pradesh,66000.0,Daily Wage Worker,SC,No,No,No,Senior Citizen Pension & Healthcare
61,Female,Karnataka,605000.0,Farmer,OBC,No,No,No,Senior Citizen Pension & Healthcare
22,Female,West Bengal,213300.0,Unemployed,OBC,Yes,No,No,Women & Child Development
23,Male,Bihar,368000.0,Self-Employed,SC,Yes,No,No,Skill Development & Entrepreneurship
43,Male,Kerala,169800.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
71,Male,Tamil Nadu,126300.0,Farmer,OBC,No,No,No,Senior Citizen Pension & Healthcare
21,Male,Kerala,710400.0,Student,General,Yes,Yes,No,Education & Scholarships
36,Female,Kerala,187100.0,Artisan,SC,Yes,No,Yes,Social Welfare & Disability Support
37,Male,Madhya Pradesh,393000.0,Farmer,OBC,No,No,No,Social Welfare & Disability Support
50,Male,Tamil Nadu,581500.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
37,Female,Kerala,232500.0,Salaried,OBC,Yes,No,No,Women & Child Development
66,Female,Rajasthan,173300.0,Daily Wage Worker,OBC,No,No,No,Senior Citizen Pension & Healthcare
29,Female,Bihar,30600.0,Salaried,SC,No,No,No,Women & Child Development
64,Male,Bihar,37400.0,Artisan,SC,Yes,No,No,Senior Citizen Pension & Healthcare
18,Male,Rajasthan,70400.0,Daily Wage Worker,SC,Yes,No,Yes,Social Welfare & Disability Support
43,Male,Bihar,67000.0,Unemployed,OBC,Yes,No,Yes,Social Welfare & Disability Support
31,Female,Kerala,82900.0,Daily Wage Worker,OBC,No,No,No,Women & Child Development
55,Female,West Bengal,95500.0,Self-Employed,OBC,No,No,No,Women & Child Development
54,Female,Kerala,110400.0,Self-Employed,OBC,No,No,No,Women & Child Development
28,Female,Madhya Pradesh,128200.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
53,Male,Gujarat,48700.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
30,Male,West Bengal,37800.0,Unemployed,OBC,No,No,No,Rural & Urban Livelihood Support
60,Female,Karnataka,231700.0,Salaried,SC,Yes,No,No,Senior Citizen Pension & Healthcare
20,Male,Karnataka,168700.0,Artisan,SC,No,No,Yes,Social Welfare & Disability Support
50,Female,West Bengal,135700.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
23,Male,Kerala,211100.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
67,Female,Uttar Pradesh,346500.0,Daily Wage Worker,ST,No,No,No,Senior Citizen Pension & Healthcare
73,Female,Gujarat,130500.0,Self-Employed,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
27,Female,Rajasthan,214500.0,Salaried,OBC,No,No,No,Women & Child Development
22,Female,Kerala,582600.0,Artisan,SC,Yes,No,No,Women & Child Development
40,Female,West Bengal,359400.0,Student,ST,No,Yes,No,Education & Scholarships
27,Male,Uttar Pradesh,129900.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
61,Male,Kerala,216300.0,Daily Wage Worker,OBC,Yes,No,Yes,Social Welfare & Disability Support
19,Male,Uttar Pradesh,65100.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
30,Female,West Bengal,178000.0,Student,General,Yes,Yes,No,Education & Scholarships
57,Male,Kerala,746500.0,Student,General,Yes,Yes,No,Education & Scholarships
19,Female,Tamil Nadu,161500.0,Salaried,ST,No,No,No,Women & Child Development
37,Female,Bihar,502700.0,Student,SC,Yes,Yes,No,Education & Scholarships
18,Male,West Bengal,124200.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
54,Male,Karnataka,1247400.0,Unemployed,General,Yes,No,No,Rural & Urban Livelihood Support
26,Female,Karnataka,185800.0,Daily Wage Worker,SC,Yes,No,No,Women & Child Development
34,Female,Gujarat,37800.0,Student,OBC,No,Yes,No,Education & Scholarships
26,Transgender,Maharashtra,189100.0,Daily Wage Worker,OBC,Yes,No,No,Rural & Urban Livelihood Support
28,Female,Karnataka,87800.0,Salaried,ST,Yes,No,No,Women & Child Development
32,Female,Maharashtra,35900.0,Artisan,General,No,No,No,Women & Child Development
41,Male,Tamil Nadu,339500.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
55,Female,West Bengal,88100.0,Artisan,OBC,No,No,No,Women & Child Development
72,Female,Uttar Pradesh,316600.0,Student,General,Yes,Yes,No,Education & Scholarships
52,Female,Gujarat,91200.0,Salaried,General,Yes,No,No,Women & Child Development
47,Male,Bihar,68900.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
48,Male,Rajasthan,686500.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
66,Male,Maharashtra,110800.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
22,Transgender,Bihar,195600.0,Daily Wage Worker,OBC,Yes,Yes,No,Education & Scholarships
61,Male,Gujarat,199500.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
67,Female,Gujarat,178000.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
31,Female,Karnataka,473100.0,Self-Employed,ST,Yes,No,No,Women & Child Development
70,Male,Bihar,232000.0,Salaried,OBC,No,No,No,Senior Citizen Pension & Healthcare
73,Male,Kerala,123100.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
28,Male,Madhya Pradesh,387000.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
26,Male,Gujarat,66000.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
51,Female,Maharashtra,171400.0,Unemployed,SC,Yes,No,No,Women & Child Development
29,Female,Rajasthan,571200.0,Student,General,No,Yes,No,Education & Scholarships
52,Female,Rajasthan,206700.0,Unemployed,SC,Yes,No,No,Women & Child Development
52,Female,Tamil Nadu,335700.0,Self-Employed,General,Yes,No,No,Women & Child Development
18,Female,Tamil Nadu,220800.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
